site_id,site_on,site_at,city_id,site_ada_accessible,site_ada_5x8_pad,site_longitude,site_latitude,node_id,site_sign,site_shelter,site_hfn
52154,GORTNER AVE,CARTER AVE,FALCON HEIGHTS,Y,N,-93.181891,44.982065,,Y,N,N
51361,GORTNER AVE,DUDLEY AVE,FALCON HEIGHTS,Y,N,-93.181766,44.986686,,Y,N,N
51360,GORTNER AVE,DUDLEY AVE,FALCON HEIGHTS,Y,N,-93.181561,44.986538,,Y,N,N
10622,GORTNER AVE,LARPENTEUR AVE W,FALCON HEIGHTS,Y,N,-93.181913,44.991594,,Y,N,N
51424,GOVERNMENT PLAZA STATION,NULL,MINNEAPOLIS,Y,Y,-93.265927,44.976854,GOVT,Y,Y,Y
51409,GOVERNMENT PLAZA STATION,NULL,MINNEAPOLIS,Y,Y,-93.265861,44.976778,GOVT,Y,Y,Y
52526,GRACE CHURCH P&R,NULL,ROSEVILLE,Y,Y,-93.155963,45.012697,GRCH,Y,N,N
3083,GRAND AVE,#1217,SAINT PAUL,Y,N,-93.152061,44.940068,,Y,N,N
3274,GRAND AVE,#387,SAINT PAUL,Y,Y,-93.116678,44.940104,,Y,N,N
3134,GRAND AVE,#395,SAINT PAUL,Y,N,-93.116832,44.939926,,Y,N,N
3133,GRAND AVE,#447,SAINT PAUL,Y,N,-93.118789,44.939229,,Y,N,N
3275,GRAND AVE,#447,SAINT PAUL,Y,Y,-93.119025,44.939262,,Y,N,N
3132,GRAND AVE,#487,SAINT PAUL,N,N,-93.121272,44.938453,,Y,N,N
48718,GRAND AVE,#487,SAINT PAUL,Y,Y,-93.121087,44.938563,,Y,N,N
3086,GRAND AVE,ALBERT ST,SAINT PAUL,Y,Y,-93.159212,44.940086,,Y,N,N
3117,GRAND AVE,ALBERT ST,SAINT PAUL,Y,Y,-93.159467,44.939981,,Y,N,N
3182,GRAND AVE,AVON ST,SAINT PAUL,Y,N,-93.133719,44.939981,,Y,N,N
3127,GRAND AVE,AVON ST,SAINT PAUL,Y,N,-93.133973,44.939877,,Y,N,N
3120,GRAND AVE,AYD MILL RD,SAINT PAUL,Y,Y,-93.152061,44.939964,,Y,N,N
41149,GRAND AVE,BRIDGEPOINT / CONCORD,SOUTH SAINT PAUL,Y,N,-93.033892,44.893368,,Y,N,N
41151,GRAND AVE,BRIDGEPOINT / HARDMAN,SOUTH SAINT PAUL,Y,N,-93.03165,44.894005,,Y,N,N
3091,GRAND AVE,CAMBRIDGE ST,SAINT PAUL,Y,N,-93.171359,44.940134,,Y,N,N
3112,GRAND AVE,CAMBRIDGE ST,SAINT PAUL,Y,N,-93.171621,44.940029,,Y,N,N
3078,GRAND AVE,CHATSWORTH ST,SAINT PAUL,Y,N,-93.141364,44.940024,,Y,N,N
3124,GRAND AVE,CHATSWORTH ST,SAINT PAUL,Y,N,-93.141619,44.939919,,Y,N,N
3097,GRAND AVE,CLEVELAND AVE,SAINT PAUL,Y,N,-93.18726,44.940153,,Y,N,N
3106,GRAND AVE,CLEVELAND AVE,SAINT PAUL,Y,N,-93.187514,44.940048,,Y,Y,N
41150,GRAND AVE,CONCORD / BRIDGEPOINT,SOUTH SAINT PAUL,Y,N,-93.033205,44.893423,,Y,N,N
3099,GRAND AVE,CRETIN AVE,SAINT PAUL,Y,Y,-93.192332,44.940122,,Y,N,N
3104,GRAND AVE,CRETIN AVE,SAINT PAUL,Y,Y,-93.192316,44.940026,,Y,Y,N
3130,GRAND AVE,DALE ST,SAINT PAUL,Y,N,-93.126328,44.939844,DAGR,Y,Y,N
3179,GRAND AVE,DALE ST,SAINT PAUL,Y,N,-93.12634,44.93994,DAGR,Y,N,N
3081,GRAND AVE,DUNLAP ST,SAINT PAUL,Y,Y,-93.149037,44.940058,,Y,N,N
3121,GRAND AVE,DUNLAP ST,SAINT PAUL,Y,N,-93.149291,44.939954,,Y,N,N
3093,GRAND AVE,FAIRVIEW AVE,SAINT PAUL,Y,N,-93.177065,44.940147,,Y,N,N
3110,GRAND AVE,FAIRVIEW AVE,SAINT PAUL,Y,N,-93.177319,44.940042,,Y,Y,N
3098,GRAND AVE,FINN ST,SAINT PAUL,Y,Y,-93.189775,44.940135,,Y,N,N
3105,GRAND AVE,FINN ST,SAINT PAUL,Y,Y,-93.190029,44.94003,,Y,N,N
3181,GRAND AVE,GROTTO ST,SAINT PAUL,Y,N,-93.131184,44.93997,,Y,N,N
3128,GRAND AVE,GROTTO ST,SAINT PAUL,Y,N,-93.13142,44.939866,,Y,N,N
3085,GRAND AVE,HAMLINE AVE,SAINT PAUL,Y,N,-93.156697,44.940075,,Y,N,N
3118,GRAND AVE,HAMLINE AVE,SAINT PAUL,Y,N,-93.156952,44.939971,,Y,N,N
3094,GRAND AVE,HOWELL ST,SAINT PAUL,Y,N,-93.17975,44.94014,,Y,N,N
3109,GRAND AVE,HOWELL ST,SAINT PAUL,Y,Y,-93.179946,44.940036,,Y,N,N
3135,GRAND AVE,HWY 35E / SMITH AVE,SAINT PAUL,Y,Y,-93.110414,44.941257,,Y,N,N
3080,GRAND AVE,LEXINGTON PKWY,SAINT PAUL,Y,N,-93.146491,44.940051,,Y,N,N
3122,GRAND AVE,LEXINGTON PKWY,SAINT PAUL,Y,Y,-93.146745,44.939946,,Y,Y,N
3276,GRAND AVE,LINCOLN AVE,SAINT PAUL,Y,N,-93.122885,44.939436,,Y,N,N
3131,GRAND AVE,LINCOLN AVE,SAINT PAUL,Y,Y,-93.123152,44.939524,,Y,N,N
3077,GRAND AVE,MILTON ST,SAINT PAUL,Y,N,-93.138845,44.940011,,Y,N,N
3125,GRAND AVE,MILTON ST,SAINT PAUL,Y,Y,-93.1391,44.939906,,Y,N,N
3079,GRAND AVE,OXFORD ST,SAINT PAUL,Y,N,-93.143937,44.940043,,Y,N,N
3123,GRAND AVE,OXFORD ST,SAINT PAUL,Y,Y,-93.144192,44.939938,,Y,N,N
3087,GRAND AVE,PASCAL ST,SAINT PAUL,Y,Y,-93.161766,44.940096,,Y,N,N
3116,GRAND AVE,PASCAL ST,SAINT PAUL,Y,Y,-93.162021,44.939991,,Y,N,N
3095,GRAND AVE,PRIOR AVE,SAINT PAUL,Y,Y,-93.182218,44.940136,,Y,N,N
3108,GRAND AVE,PRIOR AVE,SAINT PAUL,Y,Y,-93.182473,44.940032,,Y,Y,N
3273,GRAND AVE,RAMSEY ST,SAINT PAUL,Y,N,-93.113702,44.941191,,Y,N,N
3088,GRAND AVE,SARATOGA ST,SAINT PAUL,Y,Y,-93.164308,44.940109,,Y,N,N
3115,GRAND AVE,SARATOGA ST,SAINT PAUL,Y,Y,-93.164563,44.940004,,Y,N,N
3114,GRAND AVE,SNELLING AVE,SAINT PAUL,Y,N,-93.167132,44.940014,GRSN,Y,Y,N
3089,GRAND AVE,SNELLING AVE,SAINT PAUL,Y,N,-93.167163,44.94011,GRSN,Y,N,N
3180,GRAND AVE,ST ALBANS ST,SAINT PAUL,Y,N,-93.128627,44.93996,,Y,N,N
3129,GRAND AVE,ST ALBANS ST,SAINT PAUL,Y,N,-93.128858,44.939855,,Y,N,N
3084,GRAND AVE,SYNDICATE ST,SAINT PAUL,Y,N,-93.154136,44.940079,,Y,N,N
3119,GRAND AVE,SYNDICATE ST,SAINT PAUL,Y,Y,-93.154391,44.939974,,Y,N,N
42190,GRAND AVE,THOMPSON ST,SAINT PAUL,Y,Y,-93.111137,44.941366,,Y,N,N
3183,GRAND AVE,VICTORIA ST,SAINT PAUL,Y,N,-93.136288,44.939989,,Y,N,N
3126,GRAND AVE,VICTORIA ST,SAINT PAUL,Y,N,-93.136542,44.939884,,Y,N,N
3092,GRAND AVE,WHEELER ST,SAINT PAUL,Y,Y,-93.174129,44.940143,,Y,N,N
3111,GRAND AVE,WHEELER ST,SAINT PAUL,Y,N,-93.174383,44.940039,,Y,N,N
41148,GRAND AVE E,HARDMAN AVE,SOUTH SAINT PAUL,Y,N,-93.030943,44.894376,,Y,N,N
14895,GRAND AVE S,31ST ST W,MINNEAPOLIS,Y,N,-93.284255,44.946513,,Y,N,N
14855,GRAND AVE S,31ST ST W,MINNEAPOLIS,Y,N,-93.28438,44.946,,Y,N,N
14894,GRAND AVE S,32ND ST W,MINNEAPOLIS,Y,N,-93.28423,44.944653,,Y,N,N
14856,GRAND AVE S,32ND ST W,MINNEAPOLIS,Y,N,-93.284355,44.944834,,Y,N,N
14893,GRAND AVE S,33RD ST W,MINNEAPOLIS,Y,N,-93.284241,44.942831,,Y,N,N
14857,GRAND AVE S,33RD ST W,MINNEAPOLIS,Y,N,-93.284389,44.943012,,Y,N,N
14892,GRAND AVE S,34TH ST W,MINNEAPOLIS,Y,N,-93.284241,44.941229,,Y,N,N
14858,GRAND AVE S,34TH ST W,MINNEAPOLIS,Y,N,-93.284388,44.941409,,Y,N,N
14891,GRAND AVE S,35TH ST W,MINNEAPOLIS,Y,N,-93.284263,44.93942,,Y,N,N
14859,GRAND AVE S,35TH ST W,MINNEAPOLIS,Y,N,-93.28441,44.939601,,Y,N,N
14890,GRAND AVE S,36TH ST W,MINNEAPOLIS,Y,N,-93.284261,44.937629,,Y,Y,N
14860,GRAND AVE S,36TH ST W,MINNEAPOLIS,Y,N,-93.284409,44.937809,,Y,N,N
14889,GRAND AVE S,37TH ST W,MINNEAPOLIS,Y,N,-93.284272,44.935815,,Y,N,N
14861,GRAND AVE S,37TH ST W,MINNEAPOLIS,Y,N,-93.28442,44.935996,,Y,N,N
14888,GRAND AVE S,38TH ST W,MINNEAPOLIS,Y,N,-93.284286,44.933998,38GR,Y,N,N
14862,GRAND AVE S,38TH ST W,MINNEAPOLIS,Y,N,-93.284434,44.934179,38GR,Y,N,N
14887,GRAND AVE S,39TH ST W,MINNEAPOLIS,Y,N,-93.284304,44.93216,,Y,N,N
14863,GRAND AVE S,39TH ST W,MINNEAPOLIS,Y,N,-93.284452,44.932385,,Y,N,N
14886,GRAND AVE S,40TH ST W,MINNEAPOLIS,Y,N,-93.284307,44.930371,,Y,N,N
14864,GRAND AVE S,40TH ST W,MINNEAPOLIS,Y,N,-93.284454,44.930552,,Y,N,N
14885,GRAND AVE S,41ST ST W,MINNEAPOLIS,Y,N,-93.284317,44.92853,,Y,N,N
14865,GRAND AVE S,41ST ST W,MINNEAPOLIS,Y,N,-93.284465,44.928738,,Y,N,N
14884,GRAND AVE S,42ND ST W,MINNEAPOLIS,Y,N,-93.284324,44.926738,,Y,N,N
14866,GRAND AVE S,42ND ST W,MINNEAPOLIS,Y,N,-93.284471,44.926919,,Y,N,N
14883,GRAND AVE S,43RD ST W,MINNEAPOLIS,Y,N,-93.284342,44.924935,,Y,N,N
14867,GRAND AVE S,43RD ST W,MINNEAPOLIS,Y,N,-93.284489,44.925116,,Y,N,N
14882,GRAND AVE S,44TH ST W,MINNEAPOLIS,Y,N,-93.28436,44.923075,,Y,N,N
14868,GRAND AVE S,44TH ST W,MINNEAPOLIS,Y,N,-93.284504,44.923346,,Y,N,N
14881,GRAND AVE S,45TH ST W,MINNEAPOLIS,Y,N,-93.284363,44.921316,,Y,N,N
14869,GRAND AVE S,45TH ST W,MINNEAPOLIS,Y,N,-93.28451,44.921497,,Y,N,N
14880,GRAND AVE S,46TH ST W,MINNEAPOLIS,Y,Y,-93.284361,44.919478,46GR,Y,N,N
14870,GRAND AVE S,46TH ST W,MINNEAPOLIS,Y,N,-93.284509,44.919683,46GR,Y,N,N
14879,GRAND AVE S,47TH ST W,MINNEAPOLIS,Y,Y,-93.284356,44.917697,,Y,N,N
53793,GRAND AVE S,47TH ST W,MINNEAPOLIS,Y,Y,-93.284504,44.917872,,N,N,N
51781,GRAND AVE S,48TH ST W,MINNEAPOLIS,Y,Y,-93.284495,44.916059,48GR,Y,N,N
14640,GRAND ST NE,26TH AVE NE,MINNEAPOLIS,Y,N,-93.270048,45.014693,,Y,N,N
14641,GRAND ST NE,26TH AVE NE,MINNEAPOLIS,Y,Y,-93.2702,45.015057,,Y,N,N
14639,GRAND ST NE,27TH AVE NE,MINNEAPOLIS,Y,Y,-93.270057,45.016709,,Y,N,N
14638,GRAND ST NE,27TH AVE NE,MINNEAPOLIS,Y,Y,-93.270205,45.01689,,Y,Y,N
14636,GRAND ST NE,28TH AVE NE,MINNEAPOLIS,Y,N,-93.270051,45.018726,,Y,N,N
14637,GRAND ST NE,28TH AVE NE,MINNEAPOLIS,Y,N,-93.270198,45.018693,,Y,N,N
14635,GRAND ST NE,29TH AVE NE,MINNEAPOLIS,Y,N,-93.270094,45.020394,29GR,Y,N,N
14634,GRAND ST NE,29TH AVE NE,MINNEAPOLIS,Y,Y,-93.270303,45.020536,29GR,Y,Y,N
12036,GRANT ST,4TH AVE,ANOKA,Y,N,-93.385151,45.21027,4AGR,Y,N,N
43902,GRANT ST,4TH AVE,ANOKA,Y,N,-93.385106,45.210164,4AGR,Y,N,N
43890,GRANT ST,6TH AVE,ANOKA,Y,N,-93.380402,45.210158,,Y,N,N
43903,GRANT ST,6TH AVE,ANOKA,Y,N,-93.38065,45.210058,,Y,N,N
43889,GRANT ST,7TH AVE,ANOKA,Y,N,-93.377867,45.210196,,Y,N,N
43904,GRANT ST,7TH AVE,ANOKA,Y,N,-93.378102,45.210075,,Y,N,N
43887,GRANT ST,8TH AVE,ANOKA,Y,N,-93.375045,45.210162,,Y,N,N
43906,GRANT ST,8TH AVE,ANOKA,Y,N,-93.375301,45.210062,,Y,N,N
43886,GRANT ST,9TH AVE,ANOKA,Y,N,-93.372759,45.210136,,Y,N,N
43907,GRANT ST,9TH AVE,ANOKA,Y,N,-93.373015,45.210034,,Y,N,N
43908,GRANT ST,9TH LANE,ANOKA,Y,N,-93.371637,45.210025,,Y,N,N
43905,GRANT ST,SPRAGUE AVE,ANOKA,Y,N,-93.376543,45.210077,,Y,N,N
43888,GRANT ST,SPRAGUE AVE,ANOKA,Y,N,-93.376288,45.21018,,Y,N,N
19327,GRANT ST E,NICOLLET AVE S,MINNEAPOLIS,Y,Y,-93.277335,44.969795,,Y,N,Y
49224,GRANT ST W,LASALLE AVE,MINNEAPOLIS,Y,N,-93.279094,44.96981,GRNI,Y,N,N
49225,GRANT ST W,LASALLE AVE,MINNEAPOLIS,Y,Y,-93.279616,44.969918,GRNI,Y,N,N
49226,GRANT ST W,WILLOW ST,MINNEAPOLIS,Y,N,-93.281723,44.969924,GRWI,Y,N,N
54078,GRANT ST W NODE,LASALLE AVE,MINNEAPOLIS,Y,N,-93.281776,44.969748,GRNI,Y,N,N
54069,GRANT ST W NODE,NICOLLET AVE / LASALLE AVE,MINNEAPOLIS,Y,N,-93.281677,44.969924,GRNI,Y,N,N
6621,GREELEY ST S,OAK ST W,STILLWATER,Y,N,-92.819214,45.052387,,Y,N,N
48205,GREEN CIRCLE DR,SMETANA DR,MINNETONKA,Y,N,-93.407634,44.904387,GCIR,Y,N,N
56104,GREEN VALLEY DR,AMERICAN BLVD,BLOOMINGTON,Y,N,-93.358158,44.858618,,Y,N,N
8092,GREENBRIER RD,#10411-10501 (E),MINNETONKA,Y,N,-93.410919,44.952589,,Y,N,N
8093,GREENBRIER RD,#10411-10501 (W),MINNETONKA,Y,N,-93.411545,44.951503,,Y,N,N
8028,GREENBRIER RD,#10501-10411,MINNETONKA,Y,N,-93.41141,44.951468,,Y,N,N
8094,GREENBRIER RD,#10511-10521 (E),MINNETONKA,Y,N,-93.413431,44.951044,,Y,N,N
8095,GREENBRIER RD,#10511-10521 (W),MINNETONKA,Y,N,-93.415375,44.951037,,Y,N,N
8025,GREENBRIER RD,#10721,MINNETONKA,Y,N,-93.415266,44.950933,,Y,N,N
8096,GREENBRIER RD,#10900,MINNETONKA,Y,N,-93.417624,44.951031,,Y,N,N
8026,GREENBRIER RD,BRIER CREEK APTS,MINNETONKA,Y,N,-93.413631,44.950939,,Y,N,N
8030,GREENBRIER RD,CEDAR LAKE RD,MINNETONKA,Y,N,-93.411656,44.954033,,Y,N,N
8091,GREENBRIER RD,CEDAR LAKE RD,MINNETONKA,Y,N,-93.411655,44.95386,,Y,N,N
8097,GREENBRIER RD,HEDBERG DR,MINNETONKA,Y,N,-93.419463,44.951027,HEBE,Y,N,N
46882,GREENBRIER RD,HEDBERG DR,MINNETONKA,Y,N,-93.419717,44.950922,HEBE,Y,N,N
8098,GREENBRIER RD,HOPKINS CROSSROAD,MINNETONKA,Y,N,-93.420842,44.951022,,Y,N,N
8027,GREENBRIER RD,PONDS APTS,MINNETONKA,Y,N,-93.412152,44.950963,,Y,N,N
8029,GREENBRIER RD,WOODLANDS OF MTKA APTS,MINNETONKA,Y,N,-93.41077,44.952779,,Y,N,N
2308,GREENWAY AVE N,1ST ST N,OAKDALE,Y,N,-92.972813,44.950409,,Y,N,N
49812,GREENWAY AVE N,1ST ST N,OAKDALE,Y,N,-92.972666,44.950359,,Y,N,N
49813,GREENWAY AVE N,2ND ST N,OAKDALE,Y,Y,-92.972669,44.952639,,Y,N,N
2307,GREENWAY AVE N,2ND ST N,OAKDALE,Y,N,-92.972808,44.952697,,Y,N,N
49814,GREENWAY AVE N,4TH ST N,OAKDALE,Y,N,-92.971644,44.954324,,Y,N,N
2305,GREENWAY AVE N,4TH ST N,OAKDALE,Y,N,-92.971644,44.954532,,Y,N,N
49816,GREENWAY AVE N,7TH ST N,OAKDALE,Y,N,-92.969706,44.959015,,Y,N,N
49811,GREENWAY AVE N,HUDSON BLVD,OAKDALE,Y,N,-92.972659,44.949157,,Y,N,N
2309,GREENWAY AVE N,HUDSON BLVD,OAKDALE,N,N,-92.972806,44.94902,,Y,N,N
2302,GREENWAY AVE N,UPPER 5TH ST N,OAKDALE,Y,N,-92.96992,44.956719,,Y,N,N
49815,GREENWAY AVE N,UPPER 5TH ST N,OAKDALE,Y,N,-92.969889,44.956513,,Y,N,N
42339,GROVE ST,LAFAYETTE RD,SAINT PAUL,Y,N,-93.084991,44.955692,LAGR,Y,N,N
42316,GROVE ST,LAFAYETTE RD,SAINT PAUL,Y,Y,-93.085096,44.955796,LAGR,Y,N,N
6916,GULL LANE,THREE POINTS BLVD,MOUND,Y,N,-93.652634,44.945842,,Y,N,N
15196,HADLEY AVE N,10TH ST N,OAKDALE,Y,N,-92.96415,44.963467,10HA,Y,N,N
42852,HADLEY AVE N,10TH ST N,OAKDALE,Y,N,-92.964452,44.96294,10HA,Y,N,N
15191,HADLEY AVE N,10TH ST N,OAKDALE,Y,Y,-92.964455,44.963354,,Y,N,N
15198,HADLEY AVE N,11TH ST N,OAKDALE,Y,N,-92.96442,44.964905,,Y,N,N
15190,HADLEY AVE N,11TH ST N,OAKDALE,Y,N,-92.96457,44.965083,,Y,N,N
15189,HADLEY AVE N,13TH ST N,OAKDALE,Y,N,-92.96463,44.968167,,Y,N,N
15199,HADLEY AVE N,13TH ST N,OAKDALE,Y,N,-92.964483,44.968063,,Y,N,N
15211,HADLEY AVE N,15TH ST N,OAKDALE,Y,N,-92.964501,44.970359,15HA,Y,N,N
15228,HADLEY AVE N,15TH ST N,OAKDALE,Y,N,-92.964648,44.97054,15HA,Y,N,N
15224,HADLEY AVE N,19TH ST N,OAKDALE,Y,N,-92.964362,44.976626,,Y,N,N
15215,HADLEY AVE N,19TH ST N,OAKDALE,Y,N,-92.964126,44.976475,,Y,N,N
15223,HADLEY AVE N,21ST ST N,OAKDALE,Y,N,-92.964658,44.978838,,Y,N,N
15218,HADLEY AVE N,24TH ST N,OAKDALE,Y,N,-92.964539,44.983565,,Y,N,N
15221,HADLEY AVE N,24TH ST N,OAKDALE,Y,N,-92.96469,44.98404,,Y,N,N
53807,HADLEY AVE N,33RD ST N,OAKDALE,Y,N,-92.964574,44.996187,,Y,N,N
15222,HADLEY AVE N,GROSPOINT AVE N,OAKDALE,Y,N,-92.964673,44.980687,,Y,N,N
49818,HADLEY AVE N,HADLEY LANE,OAKDALE,Y,N,-92.964155,44.961683,,Y,N,N
42853,HADLEY AVE N,HADLEY LANE,OAKDALE,Y,N,-92.964464,44.961867,,Y,N,N
15216,HADLEY AVE N,HALLMARK AVE N,OAKDALE,Y,N,-92.964515,44.979027,,Y,N,N
15219,HADLEY AVE N,STILLWATER BLVD,OAKDALE,Y,N,-92.964534,44.985546,,Y,N,N
15214,HADLEY AVE N,UPPER 17TH ST N,OAKDALE,Y,N,-92.963544,44.97437,,Y,N,N
15225,HADLEY AVE N,UPPER 17TH ST N,OAKDALE,Y,N,-92.963687,44.974357,,Y,Y,N
15217,HADLEY AVE N,UPPER 22ND ST N,OAKDALE,Y,N,-92.964526,44.980506,,Y,N,N
53806,HADLEY AVE N,UPPER 33RD ST N,OAKDALE,Y,N,-92.964427,44.996302,,Y,N,N
51789,HADLEY AVE S,80TH ST (GRANGE AVE),COTTAGE GROVE,Y,N,-92.966785,44.831453,80HA,Y,N,N
43504,HADLEY AVE S,80TH ST (GRANGE AVE),COTTAGE GROVE,Y,N,-92.966877,44.831371,80HA,Y,N,N
19008,HADLEY AVE S,84TH ST,COTTAGE GROVE,Y,N,-92.964708,44.828212,,Y,N,N
19004,HADLEY AVE S,85TH ST S,COTTAGE GROVE,Y,N,-92.965489,44.824618,,Y,N,N
19009,HADLEY AVE S,85TH ST S,COTTAGE GROVE,Y,N,-92.965628,44.824645,,Y,N,N
19006,HADLEY AVE S,COTTAGE SQUARE MALL,COTTAGE GROVE,Y,N,-92.964892,44.829351,,Y,N,N
42663,HADLEY AVE S,COTTAGE SQUARE MALL,COTTAGE GROVE,Y,N,-92.965066,44.829381,,Y,N,N
19005,HADLEY AVE S,HALE AVE,COTTAGE GROVE,Y,N,-92.96455,44.828036,,Y,N,N
988,HALIFAX AVE,50TH ST W,EDINA,Y,N,-93.331536,44.912359,,Y,N,N
9423,HALIFAX AVE N,72ND AVE N,BROOKLYN CENTER,Y,N,-93.333431,45.085586,,Y,N,N
9408,HALIFAX AVE N,72ND AVE N,BROOKLYN CENTER,Y,N,-93.333279,45.085405,,Y,N,N
9409,HALIFAX AVE N,WOODBINE LANE,BROOKLYN CENTER,Y,N,-93.333325,45.086736,,Y,N,N
45156,HAMLINE AVE,#2800,ROSEVILLE,Y,N,-93.156829,45.025424,,Y,N,N
49721,HAMLINE AVE,ARLINGTON AVE,SAINT PAUL,Y,N,-93.156606,44.984528,,Y,N,N
53750,HAMLINE AVE,ARLINGTON AVE,SAINT PAUL,Y,N,-93.156753,44.984709,,Y,N,N
4098,HAMLINE AVE,BROOKS AVE,ROSEVILLE,Y,N,-93.156848,45.016715,,Y,N,N
53738,HAMLINE AVE,CALIFORNIA AVE,SAINT PAUL,Y,N,-93.156496,44.99119,,Y,N,N
10679,HAMLINE AVE,CALIFORNIA AVE,FALCON HEIGHTS,Y,N,-93.156643,44.991006,,Y,N,N
4060,HAMLINE AVE,CO RD B-2,ROSEVILLE,Y,N,-93.156639,45.013645,,Y,N,N
4066,HAMLINE AVE,CO RD C,ROSEVILLE,Y,N,-93.156742,45.020326,,Y,N,N
49729,HAMLINE AVE,COMO AVE,SAINT PAUL,Y,N,-93.156873,44.977679,HLCO,Y,N,N
16990,HAMLINE AVE,CONCORDIA AVE,SAINT PAUL,Y,Y,-93.156735,44.950908,,Y,N,N
16991,HAMLINE AVE,CONCORDIA AVE,SAINT PAUL,Y,N,-93.156882,44.951114,,Y,N,N
52548,HAMLINE AVE,GRACE CHURCH P&R,ROSEVILLE,Y,Y,-93.156601,45.012502,GRCH,Y,N,N
47484,HAMLINE AVE,HOYT AVE,SAINT PAUL,Y,Y,-93.156546,44.988139,,Y,N,N
18510,HAMLINE AVE,HOYT AVE,FALCON HEIGHTS,Y,N,-93.15669,44.98832,,Y,N,N
16993,HAMLINE AVE,MARSHALL AVE,SAINT PAUL,Y,Y,-93.156729,44.948727,,Y,N,N
16992,HAMLINE AVE,MARSHALL AVE,SAINT PAUL,Y,N,-93.156875,44.948611,,Y,N,N
49720,HAMLINE AVE,MIDWAY PKWY,SAINT PAUL,Y,N,-93.15667,44.980991,,Y,N,N
49728,HAMLINE AVE,MIDWAY PKWY SERVICE,SAINT PAUL,Y,N,-93.156814,44.981334,,Y,N,N
4096,HAMLINE AVE,OAKCREST AVE,ROSEVILLE,Y,N,-93.156855,45.017895,,Y,N,N
4221,HAMLINE AVE,OAKCREST AVE,ROSEVILLE,Y,N,-93.156708,45.017714,,Y,N,N
4198,HAMLINE AVE,ROSE PLACE,ROSEVILLE,Y,N,-93.156888,45.019821,,Y,N,N
4202,HAMLINE AVE,SEXTANT AVE,ROSEVILLE,Y,N,-93.1568,45.01449,,Y,N,N
16989,HAMLINE AVE,ST ANTHONY AVE,SAINT PAUL,Y,N,-93.156754,44.952365,,Y,N,N
16988,HAMLINE AVE,ST ANTHONY AVE,SAINT PAUL,Y,Y,-93.156889,44.952291,,Y,N,N
42040,HAMLINE AVE,TARGET ENTRANCE,SAINT PAUL,Y,N,-93.156903,44.954702,,Y,N,N
42041,HAMLINE AVE,TARGET ENTRANCE,SAINT PAUL,Y,Y,-93.156756,44.954456,,Y,N,N
4062,HAMLINE AVE,WILLOW CIRCLE,ROSEVILLE,Y,N,-93.156701,45.016534,,Y,N,N
45154,HAMLINE AVE,WOODHILL DR,ROSEVILLE,Y,N,-93.156779,45.022672,,Y,N,N
56248,HAMLINE AVE S,PALACE AVE,SAINT PAUL,Y,N,-93.156767,44.92871,,Y,N,N
56247,HAMLINE AVE S,PALACE AVE,SAINT PAUL,Y,N,-93.156914,44.928892,,Y,N,N
56035,HAMLINE AVE STATION,NULL,SAINT PAUL,Y,Y,-93.157049,44.955748,HMUN,Y,Y,Y
56009,HAMLINE AVE STATION,NULL,SAINT PAUL,Y,Y,-93.156624,44.955671,HMUN,Y,Y,Y
50200,HAMPSHIRE AVE,63RD AVE N,BROOKLYN PARK,Y,N,-93.365373,45.069413,,Y,N,N
8735,HAMPSHIRE AVE,63RD AVE N,BROOKLYN PARK,Y,N,-93.365516,45.069371,,Y,N,N
50203,HAMPSHIRE AVE,65TH AVE N,BROOKLYN PARK,Y,N,-93.365627,45.072811,,Y,N,N
8732,HAMPSHIRE AVE,65TH AVE N,BROOKLYN PARK,Y,N,-93.36581,45.072973,,Y,N,N
50204,HAMPSHIRE AVE,DUTTON AVE N,BROOKLYN PARK,Y,N,-93.365691,45.073774,,Y,N,N
8731,HAMPSHIRE AVE,DUTTON AVE N,BROOKLYN PARK,Y,N,-93.365847,45.073949,,Y,N,N
50843,HAMPSHIRE AVE,OLD SHAKOPEE RD,BLOOMINGTON,Y,N,-93.368593,44.807762,,Y,N,N
50202,HAMPSHIRE AVE N,64TH AVE (N),BROOKLYN PARK,Y,N,-93.365551,45.071813,,Y,N,N
8734,HAMPSHIRE AVE N,64TH AVE (N),BROOKLYN PARK,Y,N,-93.365715,45.072037,,Y,N,N
48355,HAMPSHIRE AVE N,64TH AVE (S),BROOKLYN PARK,Y,N,-93.365638,45.070921,,Y,N,N
50201,HAMPSHIRE AVE N,64TH AVE (S),BROOKLYN PARK,Y,N,-93.365478,45.070743,,Y,N,N
53778,HAMPSHIRE AVE N,LIBERTY CO,BROOKLYN PARK,Y,N,-93.366398,45.126833,,Y,N,N
53779,HAMPSHIRE AVE N,LIBERTY CO,BROOKLYN PARK,Y,N,-93.366543,45.12697,,Y,N,N
56135,HAMPSHIRE AVE N,OAK GROVE PKWY N,BROOKLYN PARK,Y,N,-93.366585,45.132298,,Y,N,N
51046,HAMPSHIRE AVE S,110TH ST W,BLOOMINGTON,Y,N,-93.368771,44.803523,110H,Y,N,N
51045,HAMPSHIRE AVE S,110TH ST W,BLOOMINGTON,Y,N,-93.36892,44.803448,110H,Y,N,N
48081,HAMPSHIRE AVE S,111TH ST W,BLOOMINGTON,Y,N,-93.368929,44.802334,,Y,N,N
