site_id,site_on,site_at,city_id,site_ada_accessible,site_ada_5x8_pad,site_longitude,site_latitude,node_id,site_sign,site_shelter,site_hfn
53698,#1145 SHENANDOAH LANE,ENTRANCE,PLYMOUTH,Y,Y,-93.47656,44.992443,SH11,Y,N,N
44364,#3400 ENTRANCE,PARKLAWN AVE,EDINA,Y,N,-93.323596,44.868231,34PK,Y,N,N
43202,101ST AVE N,BOUNDARY CREEK TERRACE,MAPLE GROVE,Y,N,-93.413297,45.137703,101B,Y,N,N
43204,101ST AVE N,QUAKER LANE,MAPLE GROVE,Y,N,-93.410211,45.137692,,Y,N,N
43185,101ST AVE N,VALLEY FORGE LANE,MAPLE GROVE,Y,N,-93.417326,45.137804,,Y,N,N
43201,101ST AVE N,VALLEY FORGE LANE,MAPLE GROVE,Y,N,-93.417631,45.137698,,Y,N,N
43186,101ST AVE N,ZACHARY LANE,MAPLE GROVE,Y,N,-93.421927,45.137795,,Y,N,N
52197,102ND ST E,4TH AVE S,BLOOMINGTON,Y,N,-93.271064,44.819008,,Y,N,N
484,102ND ST E,CLINTON AVE S,BLOOMINGTON,Y,N,-93.271943,44.81911,,Y,N,N
1413,102ND ST E,NICOLLET AVE S,BLOOMINGTON,Y,N,-93.278628,44.818998,,Y,N,N
52198,102ND ST E,PORTLAND AVE S,BLOOMINGTON,Y,N,-93.268539,44.819014,,Y,N,N
485,102ND ST E,PORTLAND AVE S,BLOOMINGTON,Y,N,-93.26869,44.819115,,Y,N,N
52196,102ND ST E,STEVENS AVE / 2ND AVE S,BLOOMINGTON,Y,N,-93.275355,44.819006,1022,Y,N,N
486,102ND ST E,STEVENS AVE S,BLOOMINGTON,Y,N,-93.275856,44.819107,1022,Y,N,N
1725,102ND ST W,ABBOTT AVE S,BLOOMINGTON,Y,N,-93.323391,44.819149,,Y,N,N
1635,102ND ST W,ABBOTT AVE S,BLOOMINGTON,Y,N,-93.323137,44.819251,,Y,N,N
1636,102ND ST W,BEARD AVE S,BLOOMINGTON,Y,N,-93.324856,44.819252,,Y,N,N
50027,102ND ST W,BLAISDELL AVE S,BLOOMINGTON,Y,N,-93.279708,44.8191,,Y,N,N
1723,102ND ST W,CHOWEN AVE S,BLOOMINGTON,Y,N,-93.325754,44.819153,,Y,N,N
1638,102ND ST W,DREW AVE S,BLOOMINGTON,Y,N,-93.326772,44.819269,,Y,N,N
1722,102ND ST W,DREW AVE S,BLOOMINGTON,Y,N,-93.327046,44.819175,,Y,N,N
1639,102ND ST W,FRANCE AVE S,BLOOMINGTON,Y,N,-93.329386,44.819297,10FR,Y,N,N
1721,102ND ST W,FRANCE AVE S,BLOOMINGTON,Y,N,-93.32964,44.819192,10FR,Y,N,N
1409,102ND ST W,GRAND AVE S,BLOOMINGTON,Y,N,-93.28495,44.819002,,Y,N,N
42511,102ND ST W,HARRIET AVE S,BLOOMINGTON,Y,N,-93.285961,44.819109,,Y,N,N
1408,102ND ST W,HARRIET AVE S,BLOOMINGTON,Y,N,-93.286215,44.819004,,Y,N,N
1719,102ND ST W,HARRISON RD,BLOOMINGTON,Y,N,-93.33279,44.819183,,Y,N,N
1641,102ND ST W,HARRISON RD,BLOOMINGTON,Y,N,-93.332536,44.819288,,Y,N,N
1643,102ND ST W,JOHNSON AVE S,BLOOMINGTON,Y,N,-93.335535,44.819276,,Y,N,N
1718,102ND ST W,JOHNSON AVE S,BLOOMINGTON,Y,N,-93.334725,44.819174,,Y,N,N
50079,102ND ST W,LITTLE RD / NORD AVE,BLOOMINGTON,Y,Y,-93.339518,44.819259,,Y,N,N
42510,102ND ST W,LYNDALE AVE S,BLOOMINGTON,Y,N,-93.288482,44.819106,,Y,N,N
42518,102ND ST W,LYNDALE AVE S,BLOOMINGTON,Y,N,-93.288377,44.819002,,Y,N,N
50078,102ND ST W,NORD AVE / LITTLE RD,BLOOMINGTON,Y,Y,-93.339517,44.819155,,Y,N,N
1716,102ND ST W,NORD AVE S,BLOOMINGTON,Y,N,-93.341487,44.81914,,Y,N,N
1645,102ND ST W,NORD AVE S,BLOOMINGTON,Y,N,-93.341222,44.819246,,Y,N,N
1649,102ND ST W,NORMANDALE BLVD,BLOOMINGTON,Y,N,-93.350202,44.818963,,Y,N,N
42513,102ND ST W,PLEASANT AVE S,BLOOMINGTON,Y,N,-93.28344,44.819107,,Y,N,N
1646,102ND ST W,RICH RD,BLOOMINGTON,Y,N,-93.343164,44.819226,,Y,N,N
1715,102ND ST W,RICH RD,BLOOMINGTON,Y,N,-93.343434,44.819126,,Y,N,N
1647,102ND ST W,SCARBOROUGH RD,BLOOMINGTON,Y,N,-93.34614,44.819194,,Y,N,N
1714,102ND ST W,SCARBOROUGH RD,BLOOMINGTON,Y,N,-93.346074,44.819099,,Y,N,N
1648,102ND ST W,TOLEDO CIRCLE,BLOOMINGTON,Y,N,-93.348118,44.819175,,Y,N,N
1713,102ND ST W,TOLEDO CIRCLE,BLOOMINGTON,Y,N,-93.348341,44.819073,,Y,N,N
1411,102ND ST W,WENTWORTH AVE S,BLOOMINGTON,Y,N,-93.281257,44.818997,,Y,N,N
1633,102ND ST W,YORK LANE,BLOOMINGTON,Y,N,-93.320338,44.819221,,Y,N,N
1727,102ND ST W,YORK LANE,BLOOMINGTON,Y,N,-93.320592,44.819121,,Y,N,N
482,104TH ST E,4TH AVE S,BLOOMINGTON,Y,N,-93.271101,44.815367,,Y,N,N
40181,104TH ST E,4TH AVE S,BLOOMINGTON,Y,N,-93.270847,44.815472,,Y,N,N
52199,104TH ST E,HOLY EMMANUEL CHURCH,BLOOMINGTON,Y,N,-93.275149,44.815478,,Y,N,N
21386,104TH ST E,HOLY EMMANUEL CHURCH,BLOOMINGTON,Y,N,-93.274073,44.815374,,Y,N,N
51889,104TH ST E,NICOLLET AVE S,BLOOMINGTON,Y,Y,-93.278395,44.815481,,Y,N,N
41541,104TH ST W,BLOOMINGTON FRWY RD,BLOOMINGTON,N,N,-93.292269,44.815436,10BL,Y,N,N
1397,104TH ST W,DEVONSHIRE RD,BLOOMINGTON,Y,N,-93.294231,44.815439,,Y,N,N
1399,104TH ST W,HUMBOLDT AVE S,BLOOMINGTON,Y,N,-93.298632,44.815326,,Y,N,N
40303,105TH AVE NE,6TH ST NE,BLAINE,Y,N,-93.26485,45.160845,,Y,N,N
40304,105TH AVE NE,6TH ST NE,BLAINE,Y,N,-93.265086,45.160743,,Y,N,N
40306,105TH AVE NE,7TH ST NE,BLAINE,Y,N,-93.26381,45.160743,,Y,N,N
40305,105TH AVE NE,7TH ST NE,BLAINE,Y,N,-93.263539,45.160845,,Y,N,N
40307,105TH AVE NE,JEFFERSON ST NE,BLAINE,Y,N,-93.255919,45.162753,,Y,N,N
40309,105TH AVE NE,PRESIDENT DR NE,BLAINE,Y,N,-93.262538,45.160724,,Y,N,N
40308,105TH AVE NE,PRESIDENT DR NE,BLAINE,Y,N,-93.262283,45.160837,,Y,N,N
40310,105TH AVE NE,TERRACE RD NE,BLAINE,Y,N,-93.260783,45.161077,,Y,N,N
40311,105TH AVE NE,TERRACE RD NE,BLAINE,Y,N,-93.260945,45.160917,,Y,N,N
40312,105TH AVE NE,UNIVERSITY AVE,BLAINE,Y,N,-93.266134,45.160853,,Y,N,N
40313,105TH AVE NE,UNIVERSITY AVE,BLAINE,Y,N,-93.266133,45.160749,,Y,N,N
40315,105TH AVE NE,WASHINGTON BLVD NE,BLAINE,Y,N,-93.259076,45.161778,,Y,N,N
40314,105TH AVE NE,WASHINGTON BLVD NE,BLAINE,Y,N,-93.258945,45.161989,,Y,N,N
1393,106TH ST,LYNDALE AVE / BLOOMINGTON FRWY R,BLOOMINGTON,Y,N,-93.289711,44.811922,,Y,N,N
1704,106TH ST W,ALABAMA CIRCLE,BLOOMINGTON,Y,N,-93.360138,44.811005,,Y,N,N
1658,106TH ST W,BRUNSWICK RD,BLOOMINGTON,Y,N,-93.360875,44.811093,10BR,Y,N,N
1403,106TH ST W,LYNDALE AVE S,BLOOMINGTON,Y,N,-93.288743,44.81182,,Y,N,N
1705,106TH ST W,NESBITT AVE S,BLOOMINGTON,Y,N,-93.35849,44.810777,,Y,N,N
1402,106TH ST W,RIVER TERRACE,BLOOMINGTON,Y,N,-93.292466,44.811841,,Y,N,N
1401,106TH ST W,VERDI RD,BLOOMINGTON,Y,N,-93.294567,44.811852,,Y,N,N
43172,109TH AVE N,NATHAN LANE,MAPLE GROVE,Y,N,-93.407104,45.152056,109N,Y,N,N
43217,109TH AVE N,TRENTON LANE,CHAMPLIN,Y,N,-93.412305,45.152245,,Y,N,N
43171,109TH AVE N,TRENTON LANE,MAPLE GROVE,Y,N,-93.41256,45.152143,,Y,N,N
43218,109TH AVE N,WELLINGTON LANE,CHAMPLIN,Y,N,-93.41766,45.152306,,Y,N,N
43170,109TH AVE N,WELLINGTON LANE,MAPLE GROVE,Y,N,-93.417915,45.152206,,Y,N,N
17050,109TH AVE NE,4TH ST NE,BLAINE,Y,N,-93.264806,45.168067,,Y,N,N
17051,109TH AVE NE,5TH ST NE,BLAINE,Y,N,-93.263468,45.168073,,Y,N,N
17053,109TH AVE NE,6TH ST NE,BLAINE,Y,N,-93.262134,45.168076,,Y,N,N
17052,109TH AVE NE,6TH ST NE,BLAINE,Y,N,-93.262959,45.167969,,Y,N,N
17055,109TH AVE NE,7TH ST NE,BLAINE,Y,N,-93.260799,45.168092,,Y,N,N
17054,109TH AVE NE,7TH ST NE,BLAINE,Y,N,-93.261679,45.167972,,Y,N,N
17059,109TH AVE NE,JEFFERSON ST NE,BLAINE,Y,N,-93.255788,45.168065,109J,Y,N,N
48934,109TH AVE NE,JEFFERSON ST NE,BLAINE,Y,N,-93.255855,45.168169,,Y,N,N
17057,109TH AVE NE,PRESIDENT DR,BLAINE,Y,N,-93.259527,45.168139,,Y,N,N
17056,109TH AVE NE,PRESIDENT DR,BLAINE,Y,N,-93.260396,45.168003,,Y,N,N
17058,109TH AVE NE,TERRACE RD,BLAINE,Y,N,-93.259116,45.16805,,Y,N,N
40316,109TH AVE NE,UNIVERSITY AVE / 4TH ST,BLAINE,Y,Y,-93.265325,45.16797,NOUV,Y,N,N
40319,109TH AVE NE,UNIVERSITY AVE NE,BLAINE,Y,N,-93.265888,45.168155,NOUV,Y,N,N
53914,10TH AVE,15TH ST,NEWPORT,Y,N,-92.996292,44.871271,,Y,N,N
51701,10TH AVE,ADAMS ST,SHAKOPEE,Y,N,-93.540839,44.788317,SHPO,Y,N,N
51973,10TH AVE E,SPENCER ST S,SHAKOPEE,Y,N,-93.519924,44.788285,,Y,N,N
44107,10TH AVE N,BOONE AVE N,GOLDEN VALLEY,Y,N,-93.3902,44.989146,,Y,N,N
44275,10TH AVE N,BOONE AVE N,GOLDEN VALLEY,N,N,-93.390165,44.989039,,Y,N,N
44703,10TH AVE N,HWY 169 SERVICE RD,PLYMOUTH,Y,N,-93.401229,44.989374,,Y,N,N
44666,10TH AVE N,HWY 169 SERVICE RD,PLYMOUTH,Y,N,-93.401358,44.989481,,Y,N,N
44667,10TH AVE N,NATHAN LANE,PLYMOUTH,Y,N,-93.405417,44.989464,10NA,Y,N,N
47093,10TH AVE N,WISCONSIN AVE N,GOLDEN VALLEY,Y,N,-93.385494,44.989064,,Y,N,N
16577,10TH AVE SE,4TH ST SE,MINNEAPOLIS,Y,N,-93.241327,44.982816,,Y,N,N
41249,10TH AVE SE,6TH ST SE,MINNEAPOLIS,Y,Y,-93.239765,44.984554,,Y,N,N
16575,10TH AVE SE,6TH ST SE,MINNEAPOLIS,Y,N,-93.239762,44.984768,,Y,N,N
41251,10TH AVE SE,7TH ST SE,MINNEAPOLIS,Y,N,-93.238972,44.985549,,Y,N,N
16047,10TH AVE SE,8TH ST SE,MINNEAPOLIS,Y,Y,-93.237745,44.986874,,Y,N,N
16046,10TH AVE SE,8TH ST SE,MINNEAPOLIS,Y,Y,-93.239354,44.987194,,Y,Y,N
16045,10TH AVE SE,HENNEPIN BUSINESS CENTER,MINNEAPOLIS,Y,Y,-93.237032,44.989309,,Y,N,N
16133,10TH AVE SE,UNIVERSITY AVE,MINNEAPOLIS,Y,N,-93.242312,44.981593,,Y,N,N
52329,10TH ST E,CEDAR ST,SAINT PAUL,Y,Y,-93.096985,44.950272,,Y,Y,N
7449,10TH ST N,GERSHWIN AVE N,OAKDALE,Y,N,-92.981221,44.96329,,Y,N,N
3069,10TH ST N,GERSHWIN AVE N,OAKDALE,Y,N,-92.981229,44.963188,,Y,N,N
7448,10TH ST N,GLENBROOK AVE N,OAKDALE,Y,N,-92.979679,44.963287,,Y,N,N
3070,10TH ST N,GLENBROOK AVE N,OAKDALE,Y,N,-92.97981,44.963183,,Y,N,N
3072,10TH ST N,GRANADA AVE N,OAKDALE,Y,N,-92.974798,44.963168,,Y,N,N
7446,10TH ST N,GRANADA AVE N,OAKDALE,Y,N,-92.974531,44.963272,,Y,N,N
7445,10TH ST N,GREENWAY AVE,OAKDALE,Y,N,-92.969731,44.963257,,Y,N,N
3073,10TH ST N,GREENWAY AVE,OAKDALE,Y,N,-92.969866,44.963153,,Y,N,N
7447,10TH ST N,HOLY CROSS CHURCH,OAKDALE,Y,N,-92.977171,44.963281,,Y,N,N
3071,10TH ST N,HOLY CROSS CHURCH,OAKDALE,Y,N,-92.977314,44.963177,,Y,N,N
11172,10TH ST N,TWINS WAY (3RD AVE),MINNEAPOLIS,Y,Y,-93.279666,44.98021,,Y,N,Y
41937,10TH ST S,3RD AVE S,MINNEAPOLIS,Y,Y,-93.270683,44.972247,3A10,N,N,N
53417,10TH ST S,HARMON PLACE,MINNEAPOLIS,Y,Y,-93.277264,44.975058,10HP,Y,N,N
48968,10TH ST S,LASALLE AVE,MINNEAPOLIS,Y,Y,-93.275714,44.974359,,Y,N,N
53434,10TH ST S,MARQUETTE AVE S,MINNEAPOLIS,Y,Y,-93.273464,44.973429,,Y,N,N
56028,10TH ST STATION,NULL,SAINT PAUL,Y,Y,-93.097372,44.950568,10CE,Y,Y,Y
56016,10TH ST STATION,NULL,SAINT PAUL,Y,Y,-93.097507,44.950513,10CE,Y,Y,Y
3481,110TH ST W,TOLEDO AVE S,BLOOMINGTON,Y,N,-93.347865,44.804719,,Y,N,N
3470,110TH ST W,GOODRICH AVE S,BLOOMINGTON,Y,N,-93.330676,44.804849,,Y,N,N
3513,110TH ST W,GOODRICH AVE S,BLOOMINGTON,Y,N,-93.33061,44.804745,,Y,N,N
3471,110TH ST W,HARRISON AVE S,BLOOMINGTON,Y,N,-93.331944,44.804857,,Y,N,N
3512,110TH ST W,HARRISON AVE S,BLOOMINGTON,Y,N,-93.331686,44.80475,,Y,N,N
3472,110TH ST W,IRWIN AVE S,BLOOMINGTON,Y,N,-93.333224,44.804842,,Y,N,N
3511,110TH ST W,IRWIN AVE S,BLOOMINGTON,Y,N,-93.333478,44.804734,,Y,N,N
3473,110TH ST W,JOHNSON AVE S,BLOOMINGTON,Y,N,-93.334504,44.804841,,Y,N,N
3510,110TH ST W,JOHNSON AVE S,BLOOMINGTON,Y,N,-93.334757,44.804736,,Y,N,N
3474,110TH ST W,LITTLE AVE S,BLOOMINGTON,Y,N,-93.336997,44.804809,,Y,N,N
3509,110TH ST W,LITTLE AVE S,BLOOMINGTON,Y,N,-93.337251,44.804704,,Y,N,N
3508,110TH ST W,MORRIS AVE S,BLOOMINGTON,Y,N,-93.338527,44.804711,,Y,N,N
3475,110TH ST W,MORRIS AVE S,BLOOMINGTON,Y,N,-93.338292,44.804802,,Y,N,N
3507,110TH ST W,NORD AVE S,BLOOMINGTON,Y,N,-93.339864,44.804702,,Y,N,N
3476,110TH ST W,NORD AVE S,BLOOMINGTON,Y,N,-93.339618,44.804798,,Y,N,N
3506,110TH ST W,OXBOROUGH AVE S,BLOOMINGTON,Y,N,-93.341132,44.804695,,Y,N,N
3477,110TH ST W,OXBOROUGH AVE S,BLOOMINGTON,Y,N,-93.340878,44.8048,,Y,N,N
3478,110TH ST W,QUINN AVE S,BLOOMINGTON,Y,N,-93.343318,44.804779,,Y,N,N
3505,110TH ST W,QUINN AVE S,BLOOMINGTON,Y,N,-93.344018,44.804653,,Y,N,N
3504,110TH ST W,RICH AVE S,BLOOMINGTON,Y,N,-93.345425,44.804638,,Y,N,N
3479,110TH ST W,RICH AVE S,BLOOMINGTON,Y,N,-93.345198,44.804743,,Y,N,N
3480,110TH ST W,STANLEY RD,BLOOMINGTON,Y,N,-93.346863,44.804713,,Y,N,N
3503,110TH ST W,STANLEY RD,BLOOMINGTON,Y,N,-93.347117,44.804606,,Y,N,N
3482,110TH ST W,TRAIL WEST RD,BLOOMINGTON,Y,N,-93.349033,44.804707,,Y,N,N
3502,110TH ST W,TRAIL WEST RD,BLOOMINGTON,Y,N,-93.349287,44.804602,,Y,N,N
53836,111TH AVE NW,COON RAPIDS BLVD,COON RAPIDS,Y,N,-93.343952,45.172962,,Y,N,N
53835,111TH AVE NW,MISSISSIPPI BLVD NW,COON RAPIDS,Y,N,-93.347973,45.17214,ARCC,Y,N,N
53837,111TH AVE NW,MISSISSIPPI BLVD NW,COON RAPIDS,Y,N,-93.347779,45.172034,ARCC,Y,Y,N
48114,111TH ST W,BEST BUY EAST,BLOOMINGTON,Y,N,-93.360634,44.80219,,Y,N,N
48082,111TH ST W,BEST BUY EAST,BLOOMINGTON,Y,N,-93.361154,44.802068,,Y,N,N
48115,111TH ST W,HAMPSHIRE AVE S,BLOOMINGTON,Y,N,-93.368666,44.80225,,Y,N,N
40320,113TH AVE NE,FOUR SEASONS PARK HOMES,BLAINE,Y,N,-93.263069,45.175067,4SEA,Y,N,N
51066,113TH AVE NE,UNIVERSITY AVE NE,BLAINE,Y,N,-93.265889,45.175039,,Y,N,N
10988,113TH AVE NW,HANSON BLVD,COON RAPIDS,Y,N,-93.317396,45.175664,,Y,N,N
10989,113TH AVE NW,HANSON BLVD,COON RAPIDS,Y,N,-93.317236,45.175558,,Y,N,N
10993,113TH AVE NW,IBIS ST NW,COON RAPIDS,Y,N,-93.311708,45.175466,,Y,N,N
10992,113TH AVE NW,IBIS ST NW,COON RAPIDS,Y,N,-93.311441,45.175566,,Y,N,N
10990,113TH AVE NW,MARTIN ST NW,COON RAPIDS,Y,N,-93.31589,45.175534,,Y,N,N
10991,113TH AVE NW,MARTIN ST NW,COON RAPIDS,Y,N,-93.315627,45.175634,,Y,N,N
10994,113TH AVE NW,ROBINSON DR,COON RAPIDS,Y,N,-93.306968,45.176275,,Y,N,N
10860,115TH AVE NW,FOLEY BLVD,COON RAPIDS,Y,N,-93.276666,45.177499,,Y,N,N
10859,115TH AVE NW,ILEX ST / FOLEY BLVD,COON RAPIDS,Y,N,-93.277202,45.177654,,Y,N,N
12503,117TH AVE,COLORADO AVE,CHAMPLIN,Y,N,-93.359468,45.166313,,Y,N,N
12499,117TH AVE,EDGEWOOD AVE,CHAMPLIN,Y,N,-93.362358,45.166342,,Y,N,N
12498,117TH AVE,EDGEWOOD AVE,CHAMPLIN,Y,N,-93.362012,45.166231,,Y,N,N
12472,117TH AVE,EMERY VILLAGE DR,CHAMPLIN,Y,N,-93.386391,45.166505,,Y,N,N
12473,117TH AVE,EMERY VILLAGE DR,CHAMPLIN,Y,Y,-93.386677,45.166402,,Y,N,N
12497,117TH AVE,FLORIDA AVE,CHAMPLIN,Y,N,-93.363308,45.16624,,Y,N,N
12495,117TH AVE,GEORGIA AVE,CHAMPLIN,Y,N,-93.364864,45.166337,,Y,N,N
12494,117TH AVE,GEORGIA AVE,CHAMPLIN,Y,N,-93.365123,45.166234,,Y,N,N
12491,117TH AVE,JERSEY AVE,CHAMPLIN,Y,N,-93.367598,45.166369,,Y,N,N
12490,117TH AVE,JERSEY AVE,CHAMPLIN,Y,N,-93.368257,45.166246,,Y,N,N
12484,117TH AVE,LOUISIANA / OREGON,CHAMPLIN,Y,Y,-93.373373,45.166353,,Y,N,N
12487,117TH AVE,LOUISIANA AVE,CHAMPLIN,Y,N,-93.370596,45.166348,,Y,N,N
12486,117TH AVE,LOUISIANA AVE,CHAMPLIN,Y,N,-93.370851,45.166243,,Y,N,N
12485,117TH AVE,OREGON AVE,CHAMPLIN,Y,N,-93.375285,45.166254,,Y,N,N
12483,117TH AVE,QUEBEC AVE,CHAMPLIN,Y,N,-93.378322,45.166373,,Y,N,N
12482,117TH AVE,QUEBEC AVE,CHAMPLIN,Y,N,-93.378655,45.166273,,Y,N,N
12478,117TH AVE,UTAH AVE,CHAMPLIN,Y,N,-93.382946,45.166442,,Y,N,N
12476,117TH AVE,VIRGINIA AVE,CHAMPLIN,Y,N,-93.383834,45.166365,,Y,N,N
12507,117TH AVE,WEST RIVER RD P&R,CHAMPLIN,Y,N,-93.357366,45.166292,11WR,Y,N,N
12480,117TH AVE,WINNETKA AVE,CHAMPLIN,Y,N,-93.380623,45.166417,,Y,N,N
12481,117TH AVE,WINNETKA AVE,CHAMPLIN,Y,N,-93.380886,45.166317,,Y,N,N
43854,117TH AVE NE,3RD ST NE,BLAINE,Y,N,-93.265059,45.18258,,Y,N,N
43852,117TH AVE NE,TERRACE RD,BLAINE,Y,N,-93.258557,45.182631,,Y,N,N
52520,118TH AVE NE,4TH ST NE,BLAINE,Y,N,-93.262161,45.185128,,Y,N,N
52521,118TH AVE NE,JEFFERSON ST NE,BLAINE,Y,N,-93.256745,45.185113,,Y,N,N
52519,118TH AVE NE,UNIVERSITY AVE NE,BLAINE,Y,N,-93.265858,45.184919,,Y,N,N
42482,119TH AVE,JONQUIL ST,COON RAPIDS,Y,N,-93.34599,45.186751,,Y,N,N
43812,119TH AVE,JONQUIL ST,COON RAPIDS,Y,N,-93.34623,45.18663,,Y,N,N
43811,119TH AVE,MARIGOLD ST NW,COON RAPIDS,Y,N,-93.348496,45.186628,,Y,N,N
42483,119TH AVE,MARIGOLD ST NW,COON RAPIDS,Y,N,-93.348788,45.186732,,Y,N,N
42484,119TH AVE,PHEASANT RIDGE DR,COON RAPIDS,Y,N,-93.353086,45.186735,,Y,N,N
43810,119TH AVE,PHEASANT RIDGE DR,COON RAPIDS,Y,N,-93.35302,45.186631,,Y,N,N
42488,119TH AVE,ROUND LAKE BLVD,COON RAPIDS,Y,N,-93.363116,45.186687,119R,Y,N,N
43806,119TH AVE,ROUND LAKE BLVD,COON RAPIDS,Y,N,-93.3631,45.186591,119R,Y,N,N
43809,119TH AVE,SILVEROD ST,COON RAPIDS,Y,N,-93.355833,45.186644,,Y,N,N
42485,119TH AVE,SILVEROD ST,COON RAPIDS,Y,N,-93.35609,45.186734,,Y,N,N
43808,119TH AVE,TULIP ST,COON RAPIDS,Y,N,-93.357245,45.186626,,Y,N,N
43807,119TH AVE,VINTAGE ST,COON RAPIDS,Y,N,-93.360481,45.186602,,Y,N,N
42487,119TH AVE,VINTAGE ST,COON RAPIDS,Y,N,-93.360493,45.186701,,Y,N,N
42486,119TH AVE,WEDGEWOOD DR,COON RAPIDS,Y,N,-93.357556,45.186718,,Y,N,N
49760,11TH AVE,#1965,MAPLEWOOD,Y,Y,-93.017798,45.01557,,Y,N,N
49747,11TH AVE,#1975,MAPLEWOOD,Y,Y,-93.017307,45.015614,,Y,N,N
3873,11TH AVE,1ST ST N,NORTH SAINT PAUL,Y,Y,-92.997517,45.01553,,Y,N,N
3917,11TH AVE,3RD ST N,NORTH SAINT PAUL,Y,Y,-93.002278,45.015607,,Y,N,N
3871,11TH AVE,3RD ST N,NORTH SAINT PAUL,Y,Y,-93.002561,45.015498,,Y,N,N
3869,11TH AVE,ARIEL ST N,NORTH SAINT PAUL,Y,Y,-93.014974,45.01539,,Y,N,N
5166,11TH AVE,ARIEL ST N,MAPLEWOOD,Y,Y,-93.015233,45.015285,,Y,N,N
3866,11TH AVE,MCKNIGHT 36 PLAZA,NORTH SAINT PAUL,Y,Y,-93.009377,45.015525,,Y,N,N
3813,11TH AVE,MCKNIGHT 36 PLAZA,NORTH SAINT PAUL,Y,Y,-93.00928,45.015423,,Y,N,N
3918,11TH AVE,MCKNIGHT RD,NORTH SAINT PAUL,Y,N,-93.004789,45.015555,,Y,N,N
3870,11TH AVE,MCKNIGHT RD,NORTH SAINT PAUL,Y,Y,-93.004685,45.015451,,Y,Y,N
49748,11TH AVE,WHITE BEAR AVE,MAPLEWOOD,Y,Y,-93.019744,45.015699,11WH,Y,Y,N
49910,11TH AVE,WHITE BEAR AVE,MAPLEWOOD,Y,Y,-93.019485,45.015597,11WH,Y,Y,N
16049,11TH AVE (JOHNSON ST),HENNEPIN AVE E,MINNEAPOLIS,Y,Y,-93.235807,44.991449,,Y,N,N
3613,11TH AVE S,#1001-1015,HOPKINS,N,N,-93.414297,44.907556,,Y,N,N
4803,11TH AVE S,#1001-1015,HOPKINS,Y,N,-93.41415,44.907488,,Y,N,N
3612,11TH AVE S,#1114,HOPKINS,Y,N,-93.414328,44.90917,,Y,N,N
3607,11TH AVE S,#410,HOPKINS,Y,N,-93.414318,44.917942,,Y,N,N
4804,11TH AVE S,#921-941,HOPKINS,Y,Y,-93.414181,44.90917,,Y,N,N
15644,11TH AVE S,15TH ST E,MINNEAPOLIS,Y,Y,-93.258124,44.967881,1115,Y,Y,N
15655,11TH AVE S,15TH ST E,MINNEAPOLIS,Y,Y,-93.258272,44.968062,1115,Y,Y,N
15642,11TH AVE S,17TH ST E,MINNEAPOLIS,Y,N,-93.258103,44.966597,,Y,N,N
15656,11TH AVE S,17TH ST E,MINNEAPOLIS,Y,N,-93.25825,44.966594,,Y,N,N
15640,11TH AVE S,18TH ST E,MINNEAPOLIS,Y,N,-93.258104,44.965074,,Y,N,N
15658,11TH AVE S,18TH ST E,MINNEAPOLIS,Y,N,-93.258251,44.965082,,Y,N,N
4809,11TH AVE S,5TH ST S,HOPKINS,Y,N,-93.414207,44.91699,,Y,N,N
3608,11TH AVE S,6TH ST S,HOPKINS,Y,N,-93.414374,44.915565,,Y,N,N
4808,11TH AVE S,6TH ST S,HOPKINS,Y,Y,-93.414217,44.915201,,Y,N,N
4807,11TH AVE S,7TH ST S,HOPKINS,Y,Y,-93.414227,44.913379,,Y,N,N
17891,11TH AVE S,7TH ST S,MINNEAPOLIS,Y,Y,-93.257259,44.970649,,Y,Y,N
3609,11TH AVE S,7TH ST S,HOPKINS,Y,N,-93.414375,44.91356,,Y,N,N
15648,11TH AVE S,8TH ST S,MINNEAPOLIS,Y,Y,-93.258085,44.969481,118S,Y,Y,N
15650,11TH AVE S,8TH ST S,MINNEAPOLIS,Y,Y,-93.258086,44.969686,118S,Y,Y,N
4806,11TH AVE S,LANDMARK TRAIL N,HOPKINS,Y,Y,-93.414211,44.912175,,Y,N,N
3610,11TH AVE S,LANDMARK TRAIL N,HOPKINS,Y,N,-93.414358,44.912155,,Y,N,N
53042,11TH AVE S,MAINSTREET,HOPKINS,Y,Y,-93.413903,44.92427,MS11,Y,N,N
52914,11TH AVE S,MAINSTREET,HOPKINS,Y,N,-93.414057,44.92416,MS11,Y,N,N
3606,11TH AVE S,SCHERER BROTHERS,HOPKINS,Y,N,-93.414244,44.919564,,Y,N,N
3611,11TH AVE S,WAGON WHEEL RD,HOPKINS,Y,Y,-93.414342,44.910544,,Y,N,N
4810,11TH AVE S,WENDYS,HOPKINS,Y,N,-93.414101,44.919498,,Y,N,N
4805,11TH AVE S,WESTBROOKE WAY,HOPKINS,Y,N,-93.414193,44.910811,,Y,N,N
16048,11TH AVE SE,TALMAGE AVE,MINNEAPOLIS,Y,Y,-93.235772,44.989531,,Y,N,N
19330,11TH ST S,HARMON PLACE,MINNEAPOLIS,Y,Y,-93.278165,44.974224,11HA,Y,Y,N
19329,11TH ST S,LA SALLE AVE S,MINNEAPOLIS,Y,Y,-93.276859,44.973566,,Y,Y,N
